1348,ELLEn WALsH,wExfoRD WeigHT club,M,567,12-03-1998,false
1349,eMMA goRmAn,COnNaCht POwerLIfTING,F,515,14-05-2000,false
1350,CONOR hogAN,CARlOW iron cluB,M,1371,28-08-2006,false
1351,aLan MuRray,CARlow iroN CLUB,F,766,14-06-2003,false
1352,brENdAn waLSh,wEXfOrD WEiGHT clUB,M,1372,23-08-1997,false
1353,JaMEs WHelAN,gALwAY iroN leagUe,M,1058,09-11-2003,false
1354,PadRAIG WArD,coRK stRENgTh aNd CoNDItioNING,F,1201,19-10-2001,false
1355,mAEVe Higgins,KeRRY stRenGtH UniT,F,697,25-04-1987,false
1356,RONAN kavAnAgh,CaRlOw IroN cLuB,M,761,02-03-1997,false
1357,Colm HiGginS,CArloW IRon cLub,F,1171,09-10-2004,false
1358,FionA BRAdY,gALWay IRoN lEAGuE,F,1217,16-09-2007,false
1359,EoGHan keLleheR,WeXfORD wEIGhT cLub,F,955,23-12-2003,false
1360,JAmes fITZgeRald,Carlow IRoN Club,F,838,09-02-1996,false
1361,fEaRghAL osULlIVan,lImerICk POWErlIfting,M,810,17-02-1980,false
1362,tomAs RYaN,gaLWaY IROn LEagUE,F,1070,22-04-1989,true
1363,FionA MOlLoY,mUNstER BArBell,M,1091,16-07-1987,false
1364,kevIn HEaLY,limeRICk poweRLifTInG,M,623,31-03-1982,true
1365,GrAiNne ODOnNELl,BelfAST IRON wORks,F,910,13-04-1990,true
1366,leAh CaseY,lIMeRick POWerlIFTIng,M,961,04-11-1982,true
1367,emMa dUFFY,uLsTer sTREnGTH cLUB,M,1320,09-04-1993,false
1368,lIam lEnehAN,DUBLiN MetrO PoWeR,F,1039,23-02-1983,false
1369,tOmAS DunNe,DUblIN BARbell CLUB,F,962,03-05-1996,false
1370,SIobhaN bRadY,LEInStEr PoWErhOusE,F,1189,10-12-1999,false
1371,saoIRSe carroLL,doNEGAL pOwERLiftinG,F,1069,23-03-1981,false
1372,oiSIN Walsh,DUblIn cItY LIFtiNg,F,522,14-07-1981,true
1373,ROIsIN FoLeY,GalWAy IrOn LeaGUE,M,1031,08-05-1984,false
1374,daRrAGH lARkIN,MUNsTeR bARbELl,M,489,30-01-1985,false
1375,EdEl HAYes,wExFORD wEight cLuB,M,1207,16-12-2006,false
1376,DecLan obRien,CORk StREnGTH aNd coNDITiOniNG,M,838,12-07-1998,false
1377,clodagh QuINn,GaLWAy Iron LEAgue,F,1115,17-10-2005,false
1378,SHAne higGInS,soUThSIdE strENGTH,F,1355,26-10-2004,false
1379,oisiN hIGgiNS,uLStER STReNgtH Club,F,879,17-03-1987,true
1380,sIUN CaSeY,dUblin BARbElL cLUB,F,678,10-09-1995,false
1381,IdE mcCARthy,lImeRiCK powERlIftiNg,F,1023,01-08-1982,false
1382,rOnan OconnOr,ULsTEr stRENGTh CLUB,M,1005,18-04-1982,false
1383,MiCHeAL MurraY,cOnnaCht POWErlIfTInG,F,823,15-05-1981,false
1384,MaEvE HaYeS,gAlWAy CITY PowER,F,493,15-03-1982,true
1385,AOIFe doylE,gaLWay iROn leAGUe,F,1391,24-01-2007,false
1386,fEarGHal quiNN,cOrK strEnGTh aNd condITIOnIng,F,1100,13-03-1992,false
1387,pAtRIck KeaNe,nORthsIDE PoWeR gym,F,1246,01-01-1993,false
1388,SiNeAD kelLEHER,WEXfoRD weIGHt cLUB,F,859,15-12-1995,false
1389,eoghAN rAFTeR,LeiNSteR poWERhOUse,F,596,24-11-2000,false
1390,DARragh DOylE,wEXford weigHT cLUb,M,720,29-09-1985,true
1391,GRAinne KAVaNagH,GAlway Iron LeaGue,M,532,02-10-1994,false
1392,Aine osULLIVAn,CarLow iROn CLub,F,1278,22-06-1987,false
1393,roiSIn roCHE,NORThsIDe pOWEr GyM,M,868,24-11-1988,false
1394,MAEVe fInN,GAlwAY irOn LeagUe,M,803,06-03-1987,true
1395,aInE heAly,gALwaY cITY POweR,F,1016,04-11-2000,false
1396,deCLAn MolLoy,coRK baRBeLL ASSocIATIoN,F,1353,14-10-1998,true
1397,rOnaN gORMaN,DUBLIN bARbell CLub,M,747,10-10-1986,true
1398,rOrY lyncH,ULSteR StReNgth CLuB,F,588,27-02-1992,false
1399,MIChEAL Murphy,dOneGAl poWERlIFtIng,M,1236,02-12-1992,false
1400,CoNor kAVANAgH,LImeRIcK pOWErlIfTinG,M,1308,06-11-1998,false
1401,bRENDAn Reilly,LIMErIcK pOWeRLIfTiNg,F,849,19-11-1989,false
1402,cONOR GALlAghER,mUNsTeR BARbeLL,M,537,27-06-1989,true
1403,OIsIn HEalY,COrk BArBeLL AsSOciatIon,F,1071,03-09-1985,false
1404,PaDRaIg bARretT,ulsteR strEngTh cLUB,M,745,12-05-1988,true
1405,mARY DuNne,connAChT PoWERLIFtIng,M,1393,19-05-2004,false
1406,mAeVe WARd,uLStEr sTREnGTh cLUb,F,574,13-07-1982,false
1407,tOMAS coRcOrAN,CARLOW iron CluB,F,1357,20-06-1994,false
1408,leAh OSuLLivan,CoNNAcht PowErlIFting,F,1244,24-02-1989,false
1409,sineaD bARrEtt,dUblin CIty LiftINg,F,1175,18-11-1993,false
1410,DEClAN Finn,dUbliN baRbELl Club,M,1170,29-03-1986,false
1411,seaN fOLEY,corK sTreNgTH aND CoNDitiONINg,F,922,11-08-2002,false
1412,daRrAgh hEALY,liMeRicK PowERlIftInG,F,1013,28-09-2001,true
1413,LIam nOLAN,MUnSTEr bARBEll,F,1251,25-10-1988,false
1414,NIamh rAftEr,mUnsTEr BArBELL,M,745,14-03-2003,true
1415,BrendAN odonnell,CArLow iRon cLUb,M,1236,25-08-2007,false
1416,GRaiNNE braDy,caRlOw iRoN ClUB,F,521,18-09-1989,true
1417,mICHEal mcGRAtH,dUblin mEtRO PoWEr,F,1065,15-01-2000,false
1418,AoIFE doYLE,GalWAy citY pOwer,F,1241,26-08-1999,false
1419,edel breNnAn,CarlOw iroN club,F,885,07-09-2002,false
1420,mAEve kellY,galway iroN lEAgue,F,1332,29-08-2000,false
1421,CiAn RyAN,uLsteR STRengtH Club,M,1264,22-09-1989,false
1422,DeiRdre casEy,ulStER STREngth clUB,M,1348,21-08-1995,false
1423,feaRGHAl bRENNAN,CORK sTReNGtH and condItionIng,M,969,19-01-1992,false
1424,GrAINnE kEANe,beLFaST IRON WORKS,M,1333,26-11-1987,false
1425,maeVE BaRReTT,WATeRfoRD pOWErLifTing,F,506,18-01-1993,false
1426,ORlAITH ROCHE,conNAcht PoWERlIFTiNG,M,558,09-04-2002,false
1427,taDHg BradY,GalWAy CItY PoweR,F,731,11-06-2006,false
1428,liAM hAyES,dUbliN City liFTinG,F,521,26-05-1991,true
1429,fIOna fiNn,WAteRforD poWeRliFting,M,1313,09-08-2000,false
1430,ELlen FiTZGErAld,Carlow iron cLUB,M,876,02-08-1993,false
1431,COLM roChe,CORk BArBElL AssOcIAtION,M,1238,04-11-1996,true
1432,RONaN FOLEY,NOrThsIDE pOwEr gym,F,694,23-08-1985,false
1433,LAuRA MURRAY,gAlwaY irON leaguE,M,851,13-08-1996,false
1434,sIOBhan waLSH,Cork bArBElL aSSoCIaTiON,M,1387,12-10-1990,false
1435,cOlM KEAnE,DubLIn CITY lifTIng,F,1025,02-11-2007,false
1436,RoNAN ConnOlLy,UlstEr sTreNGTH clUb,F,1300,27-01-1994,true
1437,aLaN lyNcH,ULStEr sTrEngTH cLUb,F,672,21-05-1984,false
1438,eOGHAN Dunne,DubLiN CiTy LIFtinG,F,1340,05-01-1999,false
1439,FEaRghaL DuNne,cORk BaRBEll ASsOCiatiON,M,836,11-10-1994,false
1440,siOBhAn RAFTEr,coRk StreNgTH and CoNditIOnInG,F,817,11-10-1998,false
1441,DArRAGh HAnLEy,DoNEgAl POWErliftIng,M,574,25-07-1997,false
1442,tOMAs mcgraTh,gALwaY iron LEAgUe,M,1200,21-07-1990,false
1443,leAH DUffy,soUthSidE stRenGTh,M,522,30-05-1989,false
1444,niAmh muRray,WExFoRD WEiGht CLUB,F,1379,01-01-1984,false
1445,lAurA byRNE,connaCht poWeRliFTInG,M,647,03-12-1986,false
1446,LEah gorMan,corK sTReNGTH aNd CONDItioNing,M,727,13-12-1982,true
1447,OiSin rEiLLy,liMeRICk POwErLIFTiNg,M,1399,24-10-1997,false
1448,Ide DUNnE,LeinstEr pOweRhOUse,F,1229,03-08-2006,true
1449,eImeAR gAlLAGHEr,gaLWAy IRoN LEAGUe,F,908,02-06-1985,false
1450,eOGHAN bRENNAN,LEinSTeR powErhOUsE,F,1107,18-02-1998,false
1451,cONOR CorcoraN,NorTHSiDE PowEr gYM,F,876,29-04-1985,false
1452,MAeVE KELLeHEr,donegaL PoWERLIFtInG,M,1280,30-06-1982,false
1453,AINe POWER,CaRlow irON clUB,M,1380,25-04-1997,false
1454,sEAn MurRaY,leInSteR PoWeRHouse,F,1170,06-03-1984,true
1455,shAne CoughLan,dublin BARbElL clUB,F,1067,16-10-1994,false
1456,sAoIrse RyAn,keRrY sTrENgtH uNiT,F,785,25-09-2006,false
1457,DARRAGH KAVANAgh,GalwAY iRon LEaGUE,F,949,11-05-2007,false
1458,LAurA LYnCh,dubLIn cITY LiFTiNg,F,1262,05-08-1985,true
1459,RonaN gormaN,NoRThsIDe POWeR gym,F,1030,17-04-2000,false
1460,eOgHan nolAn,cArloW IrOn Club,M,1068,26-12-1999,false
1461,jAmES WaLsh,keRrY sTrENGtH uNIt,F,1397,10-03-2004,false
1462,OrLAIth oshea,lEInSter pOwErHouse,F,1249,12-06-1998,true
1463,CiLliAN noLan,galWAY CITY pOWeR,F,490,18-12-1992,false
1464,shaNE QuiNn,COnNaCHt POWeRliftING,M,1327,16-03-1990,true
1465,mary COnNOlLY,SoUthSiDE strENGth,M,1247,20-12-1999,false
1466,TOmAs MUrpHy,limerIck powerlIFtiNG,M,1352,07-05-1999,false
1467,saOiRSE mcGrATH,GALWay CITy pOWeR,M,622,03-09-1999,true
1468,AoifE muRphY,cArLOW irON cluB,M,557,26-10-1987,false
1469,sIUN WHELan,COrk barBEll ASsOCIatIoN,M,667,03-11-2007,false
1470,SiNEAd kELLY,doNegaL PoWerLIfTiNG,F,829,28-07-1984,false
1471,rOIsin keLLy,bELfaSt IROn WOrkS,M,1179,15-06-2000,false
1472,eiMEAR pOwER,NORThsIde POwEr GyM,M,1173,10-10-2000,true
1473,sAoiRsE QuInn,LeINsteR PowerHOUSE,F,874,05-07-2006,true
1474,AlaN keLLeHER,GalWay CITy PoweR,F,726,17-05-1985,false
1475,DaRRagh RaftER,GAlway CItY pOwER,F,1131,14-08-1986,false
1476,dARragh gormAn,gAlwaY CiTy PowEr,M,1290,29-04-1991,false
1477,CillIAN ocONNoR,weXfORd wEIGht cLuB,M,1133,28-10-1980,true
1478,sHANE rocHe,lIMerICK pOWErlIFTInG,F,982,14-01-1997,false
1479,gRaINNe OCOnnOR,WaTeRFoRd PoWERlIfTiNg,M,1167,27-04-1998,false
1480,AiNe cAsEy,DoNegaL pOwerLiftinG,M,1331,21-05-2002,false
1481,SInEAD braDy,DUBlin CItY liftIng,F,1191,18-04-1999,false
1482,MaeVE bRAdY,LIMERICK POWerLiFtiNG,F,1051,31-10-1997,false
1483,EoghAN hEalY,mUNStER baRBEll,M,643,24-11-1982,false
1484,padRAig bYrNE,duBLIN mETrO POWeR,M,1234,10-03-1984,true
1485,CIlLian byRne,LiMERICK pOwerLIFtIng,F,805,08-02-2007,true
1486,TaDHg DOYLE,CArlow IrOn cLUB,F,976,19-02-1998,false
1487,ElLen roche,NoRThsIDE pOWeR GYM,F,762,16-04-1988,false
1488,sAOirse oCONNoR,dUbLIN citY lIFtInG,M,1286,24-08-1996,false
1489,rORy carrolL,DUBLin MEtro PoweR,M,816,26-07-1996,false
1490,oIsiN QuINn,LIMERIck pOWERLiftInG,M,693,28-12-1988,false
1491,PADRaIG fitzGeRaLd,LeINStER PoWeRhouse,F,574,03-12-1986,false
1492,FiONA rYAN,duBLIN BArBell ClUb,M,1372,18-09-1981,false
1493,AoIfe gAllAgHEr,dUbLin metRo poWER,M,583,14-05-1983,true
1494,LauRa oShEa,KeRry sTREngtH unit,M,710,24-04-1989,false
1495,Edel QUINN,duBlIN BARbELl cLUb,F,590,04-06-2003,true
1496,mICHEAL kEaNE,COnnacht POwErLiftING,M,1071,25-09-1985,true
1497,mIchEaL kavANAGh,DONEgaL PowerlIFTING,F,1339,20-09-1991,false
1498,leAH QUinN,wAtERforD PoweRlIfting,M,1054,22-02-2003,false
1499,ronAn BRAdY,munstEr bArBELL,F,730,23-09-1982,false
1500,sIUn rOChe,gaLWAY IroN lEAguE,M,998,15-07-1982,false
1501,kEvIN KELly,Connacht PowerlIFtINg,F,761,13-01-1991,false
1502,JAMeS CaseY,COrk BarbELl aSSoCiaTion,F,908,04-07-1997,false
1503,PAtrick COuGHlan,kErRY StrEnGTH unIT,M,1091,09-07-1992,false
1504,SAOiRse braDy,cOrk sTREnGTh ANd cONDItIOninG,F,1087,30-04-2004,false
1505,fEaRGHAL OdONneLl,gAlWay IRoN LEague,M,1060,17-08-1981,false
1506,iDE LenEhan,UlsTer sTRENGTH Club,F,572,23-09-2007,false
1507,ToMas OBRieN,dUbLIn citY LiftInG,F,1215,09-11-1989,false
1508,AlaN RYAN,mUnSTer BArBelL,F,1306,25-04-1997,false
1509,COlm MurPhy,LeInSTEr PowErhoUse,M,617,07-05-1981,false
1510,Deirdre lynCH,kERRy STrENgtH uNit,M,953,27-06-1990,false
1511,SIuN kEANe,MUnsteR bArbelL,F,1193,02-11-1987,false
1512,LiAm pOweR,gAlwAY cIty powER,F,1076,27-06-2006,false
1513,SAoiRsE HanlEY,GAlway CIty POwer,F,831,22-05-1982,true
1514,sean lYNch,LEInSteR poweRhOUSE,M,866,15-02-1998,false
1515,toMas GorMAn,LeiNStER POWERhoUSE,F,950,03-09-2007,false
1516,DaRraGH healY,galway CitY pOwEr,M,859,30-06-2003,true
1517,SinEad odOnnELl,DUbliN ciTY lIFTIng,F,1066,08-11-1986,false
1518,pADrAig cARroll,kERry StrEngTh UnIT,M,1180,28-09-2001,false
1519,SHANe oSuLLivAN,wATERfOrd PoWErLIFtiNg,M,812,01-12-2003,false
1520,toMAs connOlLy,liMeRIck poWerliFTInG,F,1287,11-06-2006,false
1521,COLM HanleY,waTerFoRd poWerliFTinG,F,726,06-09-2004,false
1522,GraiNne GallAGHEr,mUnSTer barBell,F,1041,27-04-2006,true
1523,SHAnE HAYEs,CoNNachT pOWErlIftING,F,1015,13-07-1984,false
1524,FIONa rAFter,cORK baRBell ASSociatIoN,F,849,17-06-2006,false
1525,dEIRDRe DUfFy,lIMERICk pOWeRLIFTiNg,M,576,10-07-2006,false
1526,FEARGhaL OdONNElL,gaLWAy irOn LEAgUE,M,1022,10-03-1989,false
1527,grAiNne HeaLY,gaLwAy iROn lEAgUe,M,1165,16-06-1988,false
1528,lIAM ReiLLy,beLfAst iRon wOrKs,M,1105,09-05-1989,false
1529,fEaRGHaL hIggInS,CoRK BaRBeLl asSOCiATion,F,1120,06-05-1981,false
1530,JamEs GallAghER,uLSTeR StREnGTh Club,F,871,12-03-1988,false
1531,orLaiTh kAvAnagH,NOrtHSiDe POWeR GYm,F,646,22-10-1992,false
1532,AINE bYRnE,leInSTEr PoWERHOUSE,F,1333,08-05-1987,false
1533,KeVIN byrNe,WaTeRfORd POWeRLIFtiNg,F,511,26-05-1981,false
1534,mArY kelLy,munSTER BARbEll,M,613,25-08-1988,false
1535,ellEN oROuRKE,duBlIN CiTy LIFTinG,M,911,13-07-1999,true
1536,roRY larKiN,WExfOrd WeiGhT CluB,M,1206,19-03-1988,false
1537,EIMEAr NolaN,donEGaL POwerLIftinG,M,1035,11-09-1985,false
1538,ALAn COuGHlAN,gALwAY IrOn leAgue,F,1114,06-10-1985,true
1539,nIAMH wHeLaN,CoRk stRenGth and CoNDItIoNING,M,1022,30-06-1997,false
1540,deIRdRE DuffY,cARlOW iron clUB,M,998,05-02-2006,false
1541,PAdraIg MurrAy,liMeRICk poWErlIftinG,F,1054,28-02-1985,true
1542,dEirDrE RYAN,donEGAl poWerLIFTinG,M,1210,19-10-1991,false
1543,PaTRicK carROLl,cOrk barbELL ASsoCiatiON,F,1168,25-01-1994,false
1544,oiSIN LarkIN,caRLOw IRon CLUB,F,841,05-04-1993,false
1545,kEelAn ocOnnor,WATeRFOrd pOWERLiFTING,F,995,14-04-1996,false
1546,dARragh OsullIvAN,BElfaSt IrON worKs,M,967,04-01-1988,false
1547,aINe BRADy,nOrthSIDE PoWER Gym,M,789,23-12-1996,false
1548,padRaIG raftER,nORTHsIde powER gYm,F,811,17-04-2007,false
1549,fIoNA BreNNan,WaTErFORd pOWeRlIFtinG,F,1335,17-05-1989,false
1550,MicHeAl DUffy,GalWaY IrON lEAGUe,F,1289,09-05-2006,false
1551,aoife waLsH,DOnEgal PoWerlIfTIng,F,518,01-01-1986,true
1552,OIsIn KaVANAGH,BElfaSt iroN WORKS,F,1070,11-01-1980,true
1553,OrLaitH RAFter,southsIDe STRenGtH,F,996,16-06-1989,false
1554,lAURA goRMaN,BELfASt iron WoRks,F,497,03-12-1983,false
1555,oIsiN roCHe,DUBLin BarBell cLUb,M,1050,01-10-1984,false
1556,Edel gALLagHer,CarlOW iRon cLUb,M,1062,10-09-1989,true
1557,oRnA ocONnOR,limERIcK PoweRLIFTiNG,M,564,23-08-2001,false
1558,EimEAr MUrrAY,ULSTER stREngth clUB,F,650,05-06-1983,false
1559,ORNA KeAne,nOrThSIDE poWeR GYm,F,663,14-06-2005,false
1560,KEelaN dUnNE,NORthSIDe poWER gyM,F,965,02-07-1994,false
1561,aINe kELLEhER,COnNacht PoWErLIFTING,F,833,26-12-1980,true
1562,EiMeAr fItzGERaLd,donEgal poWErLIftInG,F,964,17-09-1999,false
1563,RONan wHElAN,muNsTER BARBELL,M,1115,10-01-1988,false
1564,ORlAith oconnoR,MUnsteR bArBeLl,F,1263,05-10-1992,false
1565,FIONa hOGan,UlsTeR stREnGtH ClUB,F,1147,19-04-1997,false
1566,MiChEaL DUNne,NorThsIdE pOWEr GYm,M,1086,10-01-1987,false
1567,ShaNE HIggins,CORK sTrEnGTH and conDItionING,F,1015,20-04-1980,false
1568,tADhG duNnE,CaRLOw IrOn cLuB,F,912,20-08-1985,false
1569,pAdrAIG HoGan,liMerICk PoWerlifTINg,F,742,17-04-2004,false
1570,paDrAiG kELLEHEr,LImerIcK POWERLifTING,M,827,25-06-1999,false
1571,eiMeAr mcgRATH,dUbLin bArbELl clUB,F,1135,09-06-1988,false
1572,padraig BrEnnAn,cONnaCht powErlIftiNg,F,1231,12-09-2002,false
1573,elLen oshEa,dublIn BARBelL CLub,F,664,06-05-1994,false
1574,saOiRse oSUllIVAN,dUbLiN metro POWEr,M,515,30-11-1990,false
1575,sHAnE oCONnOr,LiMErIck POWeRLIFTiNg,M,952,03-09-1983,true
1576,NIAMh nolAn,kerRy sTREngTH UniT,F,870,08-04-1991,false
1577,fIoNA HeALy,GALwaY IRoN lEague,F,1121,03-10-1998,false
1578,fiOnA MUrray,Kerry STREnGTH uNiT,M,624,16-04-1994,false
1579,emma NOLaN,dUbLiN CITY liftinG,M,703,13-10-1990,false
1580,jAmes mCCARThY,CarLOW iRon CLUb,F,1293,20-05-1989,false
1581,fearghaL rAfTEr,soUtHside sTrENgTh,F,713,28-10-1994,false
1582,DArragH HeAlY,SouThSIde STRENGth,F,677,06-04-1987,false
1583,rory hogaN,bElfaSt IRoN WOrKs,M,667,05-10-1981,false
1584,kEviN odonnEll,WExFoRd wEiGHt Club,F,994,22-02-2005,true
1585,ORNA FINN,DubliN citY lifTIng,M,1083,05-08-1989,false
1586,cLoDAGh LeNehan,cORk sTrEngth AND conDitioninG,M,1041,09-12-1992,false
1587,pADRAig noLAN,waTerFoRd POwerLIfTING,M,611,16-08-1984,false
1588,DaRrAGh nOlAn,CoRK baRBeLL assoCiAtION,M,877,29-08-1995,true
1589,tomas REIlly,wExFoRd WEIgHt clUB,M,726,18-12-2003,false
1590,tAdhg fOlEY,dUBliN CITy liFtInG,M,883,17-09-2002,true
1591,LAuRA HAYES,cArLow IroN cluB,F,736,21-03-1981,false
1592,TOmAS MCGRaTH,cork BArbEll ASsOCiaTioN,M,1065,24-02-1989,false
1593,deirdrE RyaN,soutHSiDe StrengTH,F,510,03-09-2001,false
1594,rOnAn DoyLe,keRRY strenGTH UNiT,M,880,05-10-1984,false
1595,ShaNe wHeLaN,KeRRY STReNGTH UnIt,M,1094,19-05-1995,false
1596,brEndan COnnOLlY,DUBlIN meTRo poweR,M,568,17-06-1990,false
1597,EOgHAN oSUllIvan,NOrtHSIde power gyM,F,619,24-03-1988,false
1598,Liam oDonnELL,KerRY streNgtH uNit,M,1157,13-07-2007,false
1599,sHAne nolan,MUnsTeR bARBELl,F,1179,07-06-2000,false
1600,kEELAn CaRroll,CONnaChT PowErlIfting,F,563,11-10-1996,true
1601,EOGHan wAlSh,LIMerICk POwERlifTINg,F,1003,04-03-1984,false
1602,IDE whElAn,DublIN barbell Club,F,825,17-03-2001,false
1603,sHAnE DoYLe,mUnsTer BARbEll,F,593,15-11-1986,false
1604,mary FOleY,DoNeGaL PoweRlIftiNg,F,1151,15-06-1991,false
1605,Niamh cougHlan,SOuthSIdE sTrenGth,F,636,13-06-1989,false
1606,sIOBhan mCcaRThY,LImEriCk POWerliFtiNg,F,738,28-10-1990,false
1607,patRICk cONnolLy,lEINster PoweRHOUsE,F,1295,22-12-1987,false
1608,fIOnA KEaNe,WatERfoRd PoWERlIftiNg,M,663,06-09-2004,false
1609,LiaM reILly,MUNStEr BARbelL,M,1383,26-11-1995,false
1610,dEcLaN BARREtT,MunSTeR barBELL,F,1023,13-10-2003,false
1611,orLAITh HANLeY,DubLin mETro POwER,M,1004,21-09-1984,false
1612,ColM fITzgEraLD,MunSTeR BaRbEll,M,552,08-06-1993,false
1613,lIam COUGHlan,Cork StreNGTh anD coNDitiONInG,F,1336,14-09-2006,false
1614,EiMeAr CONnoLLY,cORk BarBELL AsSOcIaTiON,F,1154,05-01-1982,false
1615,KeeLaN oShea,dublin METro powER,F,717,12-11-1983,false
1616,ClODagh kELLY,weXFOrD weiGhT CLUB,M,1352,25-04-2001,true
1617,LiAm oroURKe,MunsTer bArbell,M,1256,21-09-2000,false
1618,keViN LARKIn,GAlwaY irOn LEaGue,F,708,27-11-2002,false
1619,lEAH ryan,SOUTHsIdE sTRengTH,F,1023,23-11-1993,false
1620,lEAh keANE,carLOW IrOn clUb,F,557,01-05-1995,false
1621,MAEve BradY,LImErick PowErliFTING,M,1383,30-03-1984,false
1622,SeAN oconnoR,DONEgAl pOWErlIftiNg,F,683,14-01-1989,false
1623,AIne gAllAGher,watERFORD PowerLIFting,M,1204,21-09-2007,false
1624,GraiNne HAYES,leinStEr pOwErhousE,F,1047,08-06-1982,false
1625,DEcLan KELleHER,dubliN cIty liftiNG,F,712,24-02-1996,true
1626,gRAinnE OSullIVaN,beLfAsT iron wORks,M,690,10-11-1992,false
1627,EMmA CarROLl,carlOW Iron ClUB,F,1126,27-05-1991,false
1628,sioBhaN HoGan,NoRtHsIDE PoWer GyM,F,1102,11-05-1992,false
1629,LEah coNNoLLY,sOuThSidE sTreNgtH,M,1074,29-01-1989,false
1630,LEAH mUrraY,duBlin mETRO pOWER,F,663,27-09-2000,true
1631,GrAInNe cOrcOrAn,LImEriCk PowERLIfTING,M,953,12-08-1995,true
1632,EiMEAr ODoNNeLL,dUbLIN BARBeLL cLUB,M,1108,13-02-1984,false
1633,CiAN lArkIN,donegAL powERLiftInG,F,737,15-10-1983,false
1634,kEViN HEAlY,KERry StREngTh UNIT,F,1192,19-03-1993,false
1635,niamh QUINN,NOrtHSiDE pOWEr Gym,F,736,07-06-1981,false
1636,PATrICK coUGhLAn,cOrk BarBELl AssOcIaTIoN,F,891,16-12-2005,false
1637,LEaH HanleY,WAtErfoRd PowerlIFtIng,F,714,10-12-1990,false
1638,ROIsin WHELAN,doNegAl POWERlIfTInG,M,1206,24-05-1993,false
1639,AlaN pOweR,beLFaSt IRon workS,F,1056,09-08-1993,false
1640,AlAn POWER,ConNACHt pOwerLifTing,M,856,28-05-2003,false
1641,ciLlIaN CAsey,WExFoRD WEIgHt CLub,M,738,28-02-2004,false
1642,oRlaITh leNeHaN,MuNStEr bArBELl,M,769,25-03-1984,false
1643,tomaS gaLlaGheR,LeiNster POwErHouse,F,1346,27-02-2005,false
1644,cILLIan nolAn,cOrk BaRbELL ASsocIatioN,M,828,06-09-2002,false
1645,ORLAItH CoNNoLly,muNstEr BArbEll,F,651,01-01-1992,false
1646,lAuRa doyLE,lEInStER POwErHOuse,F,1309,05-11-2002,false
1647,mIcheal oCOnNor,DUbliN CItY lIFTiNG,F,1017,21-06-1993,false
1648,PATriCk MCCartHy,galwaY IRON LEAgUE,F,563,17-04-1984,false
1649,SIun kELLeHER,CarLoW irON cluB,M,1015,02-09-1982,false
1650,kEeLAN MOLlOy,CoRk STrENgtH anD cOnDITIONiNg,M,1138,23-10-2007,false
1651,COlM ROcHE,ULsTEr stReNgtH clUB,F,671,21-12-1997,false
1652,cian rYAN,duBLiN CITy LIFtinG,F,727,13-09-2005,false
1653,EDeL reilLy,weXfOrd WEIght cLUB,F,1067,22-05-1996,false
1654,MIcheaL oDoNNEll,uLSTeR strEnGtH CLUb,F,1365,13-01-1992,false
1655,maeve bReNnAn,NOrthsIDe powEr gYM,M,948,17-12-1999,false
1656,SHaNE MCGRAth,DuBLin CiTY LifTING,M,696,05-12-1999,false
1657,emMa Ryan,Carlow iRon CLUb,F,1059,29-08-2000,false
1658,mIcheAl CorCOran,CORk sTrENgTh AND cOnDItiOniNg,M,1122,25-02-2003,false
1659,saOiRse RAFTeR,wEXfOrD WEighT cLuB,F,1142,07-10-1982,false
1660,EDEl nOLAN,cork barbELL ASSocIATIoN,F,1332,23-08-1991,false
1661,AlAn orOURKe,gaLWAy cIty poWEr,M,1390,29-01-1982,false
1662,FeArGhAL KeAnE,waTeRForD powerLIftIng,M,636,29-12-2002,false
1663,TaDHG MURraY,caRlOw iRon CLUB,M,1307,12-05-2001,true
1664,Colm ODONNElL,corK StrEnGtH AnD cOnDItIOnINg,M,882,04-03-1998,false
1665,GRaiNne CasEy,WExFoRd WeIghT CLUB,F,489,16-10-1985,false
1666,MARY WARD,keRRY STreNGTH Unit,F,742,05-04-1995,false
1667,DEirDRe oSulliVAn,donEgAL POWERlIFTiNG,M,1326,10-12-1998,false
1668,CIan laRkIN,DublIN bARBeLl CLUB,M,1056,05-04-2003,false
1669,siobhAN oConNOr,WaTERFORD pOwerLIfTiNG,M,630,17-11-1999,false
1670,DEClaN qUInN,ULSTeR stRenGth CLUb,M,1254,29-06-1998,false
1671,RoIsIn wheLAn,CONnAcHt PowERLIftinG,F,1196,25-09-1989,false
1672,saoIrsE LYnCH,BELFAST iron workS,M,1196,01-03-1998,false
1673,KEVin oRourKe,GAlway CIty POWEr,F,544,22-08-1997,false
1674,PAdRaIG cArRoll,coRK stREnGTh aND CONDITIOniNG,M,1001,06-01-2007,false
1675,LeaH COrcoRAN,KeRrY StrENgth Unit,M,728,31-10-1984,false
1676,eoGhAN gORMaN,coNNACht pOWerLIFTinG,F,565,26-02-1996,true
1677,rorY MCCarTHY,NoRthsIDE pOwer gym,F,1301,06-12-1990,true
1678,tadhG bYrne,belFaSt iRON WoRkS,F,765,29-03-1992,false
1679,oRlAITH HiGgiNs,LImeRICK POWerlIftING,F,893,21-01-1981,false
1680,NiAmH oroURKE,DUBlIn mETro power,M,1268,18-11-1998,true
1681,PadRaIG muRRAy,CoRK BarBelL associATiON,F,631,02-07-1985,false
